po_number,SKU,chassis,mfp_quantity,mfp_product_info,vendor_id,est_ship_date,submitted_at,hs_client_type,hs_dealtype,deal_id,Total SKU DZ on PO,unit_cost,fixed_cost,COGS int SKU Cost,COGS int SKU Cost exact,Total SKU on PO,cost_per_sku,COGS PKF Sock domestic SKU Cost
20979,10.0248631v1,10,,2,1,,9/10/2021,,,,21,,,,,250,1.79,472.56
20980,40.0248603v2,40,,18,1,,9/9/2021,,,,13,,,,,150,1.79,300.72
20981,10.0248650v1,10,,2,1,,9/10/2021,,,,5,,,,,60,2.29,164.88
20982,10.0244654v1,10,,2,4,,9/9/2021,,,,5,,,,,60,2.58,185.76
20983,10.0246901v4,10,,2,4,,9/10/2021,,,,10,,,,,120,2.58,340.56
20984,40.0248709v2,40,,18,3,,9/14/2021,,,,134,,,,,1600,3.9,6318
20985,40.0245844v3,40,,18,1,,9/9/2021,,,,5,,,,,60,2.29,164.88
20985,40.0245845v3,40,,18,1,,9/9/2021,,,,5,,,,,60,2.29,164.88
20986,10.0247464v3,10,,2,1,,9/10/2021,,,,21,,,,,250,1.79,472.56
20986,10.0247465v4,10,,2,1,,9/10/2021,,,,21,,,,,250,1.79,472.56
20987,10.0248823v1,10,,2,3,,9/9/2021,,,,13,,,,,152,2.41,404.88
20988,10.0248370v1,10,,2,1,,9/10/2021,,,,17,,,,,200,1.79,386.64
20989,10.0246396v4,10,,2,1,,9/9/2021,,,,10,,,,,120,1.79,236.28
20990,10.0239321v2,10,,2,1,,9/9/2021,,,,25,,,,,300,1.79,558.48
20991,10.0244572v2,10,,2,1,,9/9/2021,,,,10,,,,,120,1.79,236.28
20991,10.0248008v1,10,,2,1,,9/9/2021,,,,10,,,,,120,1.79,236.28
20992,10.0235943v5,10,,2,1,,9/11/2021,,,,7,,,,,75,2.29,219.84
20993,10.0248253v1,10,,2,3,,9/10/2021,,,,40,,,,,480,2.41,1185.72
20994,10.0248658v1,10,,2,1,,9/10/2021,,,,10,,,,,110,1.96,258.72
20995,10.0245675v1,10,,2,3,,9/10/2021,,,,10,,,,,120,2.58,340.56
20996,10.0245366v3,10,,2,1,,9/11/2021,,,,5,,,,,60,2.29,164.88
20996,10.0249102v1,10,,2,1,,9/11/2021,,,,5,,,,,60,2.29,164.88
20997,11.0247872v1,11,,3,3,,9/10/2021,,,,10,,,,,120,2.75,363
20997,11.0247876v1,11,,3,3,,9/10/2021,,,,10,,,,,120,2.75,363
20998,10.0248827v1,10,,2,4,,9/9/2021,,,,5,,,,,60,2.58,185.76
20998,10.0248826v1,10,,2,4,,9/9/2021,,,,5,,,,,60,2.58,185.76
20999,10.0238218v1,10,,2,1,,9/14/2021,,,,10,,,,,120,1.79,236.28
21000,10.0247890v1,10,,2,4,,9/10/2021,,,,10,,,,,120,2.58,340.56
21001,10.0248683v1,10,,2,3,,9/9/2021,,,,21,,,,,250,2.41,636.24
21002,10.0248300v2,10,,2,1,,9/10/2021,,,,30,,,,,360,1.79,665.88
21003,10.0248777v1,10,,2,1,,9/10/2021,,,,6,,,,,63,2.29,192.36
21004,10.0248139v1,10,,2,1,,9/10/2021,,,,5,,,,,60,2.29,164.88
21006,10.0245608v2,10,,2,1,,9/14/2021,,,,5,,,,,60,2.29,164.88
21007,10.0248619v1,10,,2,1,,9/10/2021,,,,17,,,,,200,1.79,386.64
21007,10.0248628v1,10,,2,1,,9/10/2021,,,,17,,,,,200,1.79,386.64
21007,10.0248641v1,10,,2,1,,9/10/2021,,,,10,,,,,120,1.79,236.28
21007,10.0448622v1,10,,2,1,,9/10/2021,,,,10,,,,,120,1.79,236.28
21007,10.0448663v1,10,,2,1,,9/10/2021,,,,10,,,,,120,1.79,236.28
21007,10.0448633v1,10,,2,1,,9/10/2021,,,,10,,,,,120,1.79,236.28
21007,10.0248618v1,10,,2,1,,9/10/2021,,,,17,,,,,200,1.79,386.64
21007,10.0248652v1,10,,2,1,,9/10/2021,,,,10,,,,,120,1.79,236.28
21008,10.0244025v8,10,,2,3,,9/10/2021,,,,5,,,,,60,3.66,263.52
21008,10.0244023v8,10,,2,3,,9/10/2021,,,,5,,,,,60,3.66,263.52
21008,10.0243024v12,10,,2,3,,9/10/2021,,,,5,,,,,60,3.66,263.52
21008,10.0244024v10,10,,2,3,,9/10/2021,,,,5,,,,,60,3.66,263.52
21009,10.0248571v1,10,,2,1,,9/10/2021,,,,10,,,,,120,1.79,236.28
21010,40.0248904v3,40,,18,1,,9/10/2021,,,,8,,,,,85,2.29,247.32
21011,10.0224743v2,10,,2,1,,9/10/2021,,,,13,,,,,150,1.79,300.72
21012,10.0239092v3,10,,2,1,,9/10/2021,,,,20,,,,,240,1.79,451.08
21013,10.0248929v1,10,,2,4,,9/10/2021,,,,10,,,,,120,2.58,340.56
21014,10.0248582v1,10,,2,4,,9/10/2021,,,,18,,,,,205,2.41,549.48
21015,10.0248456v1,10,,2,2,,9/10/2021,,,,334,,,,,4000,1.29,5185.8
21017,40.0245807v1,40,,18,1,,9/14/2021,,,,10,,,,,120,1.79,236.28
21017,40.0247777v1,40,,18,1,,9/14/2021,,,,10,,,,,120,1.79,236.28
21017,12.0248405v1,12,,4,1,,9/14/2021,,,,10,,,,,120,1.63,215.16
21019,10.0248442v2,10,,2,2,,9/10/2021,,,,44,,,,,520,1.74,939.6
21020,10.0246107v1,10,,2,4,,9/15/2021,,,,5,,,,,60,2.58,185.76
21021,10.0248932v1,10,,2,1,,9/11/2021,,,,52,,,,,620,1.71,1087.56
21022,42.0245791v2,42,,20,1,,9/10/2021,,,,30,,,,,350,1.79,665.88
21023,10.0248061v1,10,,2,4,,9/10/2021,,,,8,,,,,90,2.58,278.64
21024,10.0248770v2,10,,2,1,,9/10/2021,,,,22,,,,,255,1.79,494.04
21025,10.0249083v1,10,,2,3,,9/13/2021,,,,103,,,,,1230,1.91,2383.68
21026,10.0231023v1,10,,2,3,,9/13/2021,,,,109,,,,,1300,1.91,2521.2
21027,10.0224123v2,10,,2,3,,9/10/2021,,,,10,,,,,120,2.58,340.56
21029,10.0248157v1,10,,2,4,,9/11/2021,,,,14,,,,,158,2.41,433.8
21030,10.0248154v1,10,,2,3,,9/14/2021,,,,14,,,,,158,2.41,433.8
21031,10.0248232v1,10,,2,4,,9/11/2021,,,,75,,,,,900,1.91,1741.92
21032,10.0248729v1,10,,2,1,,9/11/2021,,,,5,,,,,60,2.29,164.88
21032,10.0248729v2,10,,2,1,,9/11/2021,,,,5,,,,,60,2.29,164.88
21033,10.0249167v1,10,,2,4,,9/14/2021,,,,5,,,,,60,2.58,185.76
21034,10.0248607v1,10,,2,4,,9/14/2021,,,,5,,,,,60,2.58,185.76
21035,40.0247054v2,40,,18,1,,9/21/2021,,,,10,,,,,120,1.79,236.28
21037,20.0239037v2,20,,11,3,,9/13/2021,,,,10,,,,,120,2.99,394.68
21038,10.0247437v1,10,,2,1,,9/14/2021,,,,17,,,,,200,1.79,386.64
21039,10.0236226v2,10,,2,1,,9/13/2021,,,,26,,,,,305,1.79,579.96
21040,10.0224791v1,10,,2,3,,9/14/2021,,,,77,,,,,915,1.91,1787.76
21041,44.0249166v2,44,,21,3,,9/14/2021,,,,25,,,,,300,2.49,776.88
21042,10.0231266v1,10,,2,3,,9/14/2021,,,,15,,,,,175,2.41,462.72
21044,10.0248186v2,10,,2,3,,9/14/2021,,,,21,,,,,250,2.41,636.24
21045,10.0247114v2,10,,2,3,,9/14/2021,,,,42,,,,,500,2.41,1243.56
21046,10.0249216v1,10,,2,4,,9/16/2021,,,,34,,,,,405,2.41,1012.2
21047,10.0248451v2,10,,2,4,,9/14/2021,,,,5,,,,,60,2.58,185.76
21048,10.0249265v1,10,,2,1,,9/14/2021,,,,5,,,,,60,2.29,164.88
21049,40.0248817v2,40,,18,1,,9/14/2021,,,,5,,,,,60,2.29,164.88
21050,40.0227131v1,40,,18,1,,9/14/2021,,,,11,,,,,132,1.79,257.76
21051,10.0248213v2,10,,2,4,,9/14/2021,,,,5,,,,,60,2.58,185.76
21052,10.0249272v1,10,,2,4,,9/14/2021,,,,7,,,,,78,2.58,247.68
21053,10.027241v1,10,,2,4,,9/14/2021,,,,21,,,,,250,2.41,636.24
21055,10.0237554v1,10,,2,2,,9/14/2021,,,,30,,,,,360,1.74,647.28
21056,10.0243907v1,10,,2,3,,9/14/2021,,,,13,,,,,150,2.41,404.88
21057,10.0239802v1,10,,2,1,,9/14/2021,,,,8,,,,,86,2.29,247.32
21058,10.0241544v5,10,,2,1,,9/14/2021,,,,23,,,,,275,1.79,515.52
21058,10.0245088v3,10,,2,1,,9/14/2021,,,,23,,,,,275,1.79,515.52
21058,10.0245055v2,10,,2,1,,9/14/2021,,,,23,,,,,275,1.79,515.52
21058,10.0245053v2,10,,2,1,,9/14/2021,,,,23,,,,,275,1.79,515.52
21060,10.0248942v1,10,,2,3,,9/14/2021,,,,30,,,,,360,2.41,896.52
21061,10.0249536v1,10,,2,4,,9/15/2021,,,,5,,,,,60,2.58,185.76
21063,10.0248986v1,10,,2,2,,9/14/2021,,,,209,,,,,2500,1.29,3250.8
21065,10.0238706v1,10,,2,1,,9/14/2021,,,,10,,,,,120,1.79,236.28
21066,10.0242506v1,10,,2,4,,9/14/2021,,,,5,,,,,60,2.58,185.76
21068,10.0249246v2,10,,2,4,,9/14/2021,,,,13,,,,,150,2.41,404.88
21069,17.0247936v2,17,,9,3,,9/14/2021,,,,5,,,,,60,3.66,263.52
21071,10.0248566v1,10,,2,4,,9/14/2021,,,,21,,,,,250,2.41,636.24
21072,10.0247938v1,10,,2,4,,9/14/2021,,,,20,,,,,240,2.41,607.32
21073,10.0222824v7,10,,2,4,,9/15/2021,,,,20,,,,,240,2.41,607.32
21074,10.0245031v2,10,,2,1,,9/15/2021,,,,5,,,,,60,2.29,164.88
21075,10.0241236v1,10,,2,2,,9/15/2021,,,,120,,,,,1440,1.35,1960.2
21076,12.0242584v1,12,,4,1,,9/14/2021,,,,10,,,,,120,1.63,215.16
21077,17.0239478v2,17,,9,3,,9/14/2021,,,,34,,,,,400,2.41,1012.2
21078,10.0248302v3,10,,2,4,,9/14/2021,,,,25,,,,,290,2.41,751.92
21079,10.0241565v1,10,,2,3,,9/15/2021,,,,120,,,,,1440,1.91,2773.32
21080,10.0249308v1,10,,2,1,,9/14/2021,,,,5,,,,,60,2.29,164.88
21081,40.0213316v1,40,,18,1,,9/14/2021,,,,7,,,,,75,2.29,219.84
21082,40.0245880v2,40,,18,1,,9/14/2021,,,,13,,,,,154,1.79,300.72
21083,10.0242505v1,10,,2,1,,9/16/2021,,,,60,,,,,720,1.63,1193.16
21084,10.0242562v1,10,,2,1,,9/14/2021,,,,10,,,,,120,1.79,236.28
21085,10.0248559v1,10,,2,4,,9/14/2021,,,,23,,,,,275,2.41,694.08
21086,10.0242508v1,10,,2,1,,9/16/2021,,,,60,,,,,720,1.63,1193.16
21087,10.0242507v1,10,,2,1,,9/16/2021,,,,60,,,,,720,1.63,1193.16
21088,10.0248016v1,10,,2,1,,9/14/2021,,,,84,,,,,1000,1.63,1662.6
21089,10.0230698v2,10,,2,4,,9/15/2021,,,,6,,,,,62,2.58,216.72
21090,40.0249207v1,40,,18,1,,9/14/2021,,,,10,,,,,120,1.79,236.28
21090,40.0249206v1,40,,18,1,,9/14/2021,,,,10,,,,,120,1.79,236.28
21090,10.0249210v2,10,,2,1,,9/14/2021,,,,10,,,,,120,1.79,236.28
21091,10.0248780v1,10,,2,1,,9/14/2021,,,,7,,,,,75,2.29,219.84
21092,10.0249309v5,10,,2,1,,9/14/2021,,,,13,,,,,150,1.79,300.72
21095,10.0247342v2,10,,2,1,,9/14/2021,,,,60,,,,,720,1.63,1193.16
21096,10.0249236v1,10,,2,4,,9/15/2021,,,,42,,,,,500,2.41,1243.56
21097,10.0249579v1,10,,2,4,,9/14/2021,,,,25,,,,,300,2.41,751.92
21098,10.0248410v1,10,,2,1,,9/17/2021,,,,21,,,,,250,1.79,472.56
21098,10.0248409v1,10,,2,1,,9/17/2021,,,,21,,,,,250,1.79,472.56
21099,10.0231293v1,10,,2,3,,9/14/2021,,,,5,,,,,60,3.66,263.52
21100,10.0222453v1,10,,2,4,,9/15/2021,,,,5,,,,,60,2.58,185.76
21101,10.0246498v2,10,,2,1,,9/15/2021,,,,10,,,,,120,1.79,236.28
21101,40.0246503v2,40,,18,1,,9/15/2021,,,,10,,,,,120,1.79,236.28
21102,10.0249252v1,10,,2,3,,9/16/2021,,,,21,,,,,250,2.41,636.24
21102,10.0249255v2,10,,2,3,,9/16/2021,,,,21,,,,,250,2.41,636.24
21103,10.0243606v1,10,,2,1,,9/16/2021,,,,17,,,,,200,1.79,386.64
21104,10.0245468v1,10,,2,3,,9/15/2021,,,,42,,,,,500,2.41,1243.56
21105,10.0220377v1,10,,2,3,,9/15/2021,,,,16,,,,,187,2.41,491.64
21106,10.0245604v2,10,,2,4,,9/15/2021,,,,5,,,,,60,2.58,185.76
21107,13.0549612v1,13,,5,3,,9/15/2021,,,,17,,,,,200,1.45,313.2
21108,10.0249630v1,10,,2,1,,9/15/2021,,,,6,,,,,61,2.29,192.36
21109,10.0230486v1,10,,2,4,,9/15/2021,,,,13,,,,,150,2.41,404.88
21110,10.0249688v1,10,,2,4,,9/15/2021,,,,10,,,,,120,2.58,340.56
21111,10.0249580v1,10,,2,1,,9/15/2021,,,,5,,,,,60,2.29,164.88
21113,10.0249585v1,10,,2,3,,9/16/2021,,,,13,,,,,150,2.41,404.88
21114,10.0249416v3,10,,2,3,,9/15/2021,,,,10,,,,,120,2.58,340.56
21115,10.0248786v1,10,,2,3,,9/15/2021,,,,17,,,,,200,2.41,520.56
21116,10.0241447v1,10,,2,1,,9/15/2021,,,,5,,,,,60,2.29,164.88
21117,10.0249684v1,10,,2,1,,9/16/2021,,,,12,,,,,144,1.79,279.24
21118,44.0247745v14,44,,21,1,,9/15/2021,,,,20,,,,,240,1.79,451.08
21120,10.0217027v1,10,,2,4,,9/15/2021,,,,10,,,,,120,2.58,340.56
21122,10.0237671v1,10,,2,1,,9/15/2021,,,,30,,,,,360,1.79,665.88
21123,10.0249843v1,10,,2,4,,9/15/2021,,,,9,,,,,105,2.58,309.6
21124,10.0249842v1,10,,2,3,,9/15/2021,,,,13,,,,,155,2.41,404.88
21126,10.0249789v1,10,,2,4,,9/15/2021,,,,5,,,,,60,2.58,185.76
21127,10.0240003v2,10,,2,3,,9/15/2021,,,,30,,,,,360,2.41,896.52
21128,10.0249654v1,10,,2,1,,9/21/2021,,,,5,,,,,60,2.29,164.88
21129,10.0248480v1,10,,2,4,,9/15/2021,,,,7,,,,,80,2.58,247.68
21131,10.0239418v1,10,,2,3,,9/16/2021,,,,21,,,,,250,2.41,636.24
21132,10.0249282v1,10,,2,1,,9/16/2021,,,,31,,,,,366,1.79,687.36
21133,10.0248697v1,10,,2,1,,9/16/2021,,,,5,,,,,60,2.29,164.88
21133,10.0248670v2,10,,2,1,,9/16/2021,,,,5,,,,,60,2.29,164.88
21134,10.0233621v1,10,,2,3,,9/16/2021,,,,34,,,,,400,2.41,1012.2
21134,10.0233622v3,10,,2,3,,9/16/2021,,,,34,,,,,400,2.41,1012.2
21134,10.0233620v1,10,,2,3,,9/16/2021,,,,34,,,,,400,2.41,1012.2
21135,40.0249919v1,40,,18,4,,9/16/2021,,,,21,,,,,250,2.58,681.12
21136,10.0250106v2,10,,2,1,,9/21/2021,,,,5,,,,,60,2.29,164.88
21137,10.0247406v2,10,,2,4,,9/16/2021,,,,5,,,,,60,2.58,185.76
21138,10.0249498v1,10,,2,3,,9/16/2021,,,,14,,,,,160,2.41,433.8
21138,10.0249496v1,10,,2,3,,9/16/2021,,,,14,,,,,160,2.41,433.8
21139,10.0238615v1,10,,2,4,,9/17/2021,,,,9,,,,,100,2.58,309.6
21139,44.0238616v1,44,,21,4,,9/17/2021,,,,9,,,,,100,2.75,330
21140,10.0249750v1,10,,2,4,,9/16/2021,,,,13,,,,,150,2.41,404.88
21141,10.0249164v3,10,,2,4,,9/16/2021,,,,10,,,,,120,2.58,340.56
21142,10.0227075v1,10,,2,4,,9/17/2021,,,,20,,,,,240,2.41,607.32
21143,10.0249096v2,10,,2,1,,9/17/2021,,,,11,,,,,127,1.79,257.76
21144,10.0245683v1,10,,2,1,,9/17/2021,,,,5,,,,,60,2.29,164.88
21144,10.0222455v1,10,,2,1,,9/17/2021,,,,5,,,,,60,2.29,164.88
21145,10.0249837v1,10,,2,4,,9/21/2021,,,,5,,,,,60,2.58,185.76
21146,10.0249284v3,10,,2,1,,9/17/2021,,,,10,,,,,120,1.79,236.28
21148,10.0249142v1,10,,2,4,,9/17/2021,,,,10,,,,,120,2.58,340.56
21149,10.0230703v1,10,,2,4,,9/17/2021,,,,10,,,,,120,2.58,340.56
21150,10.0249815v1,10,,2,4,,9/17/2021,,,,5,,,,,60,2.58,185.76
21151,40.0228636v1,40,,18,3,,9/17/2021,,,,10,,,,,120,2.66,351.12
21152,10.0249784v2,10,,2,4,,9/17/2021,,,,5,,,,,60,2.58,185.76
21153,10.0248407v1,10,,2,3,,9/17/2021,,,,20,,,,,240,2.41,607.32
21154,10.0248776v1,10,,2,4,,9/24/2021,,,,10,,,,,120,2.58,340.56
21155,10.0248163v2,10,,2,1,,9/20/2021,,,,10,,,,,120,1.79,236.28
21156,10.0250026v2,10,,2,3,,9/17/2021,,,,11,,,,,125,2.58,371.52
21157,10.0227563v1,10,,2,4,,9/21/2021,,,,5,,,,,60,2.58,185.76
21158,10.0249850v1,10,,2,1,,9/17/2021,,,,30,,,,,360,1.79,665.88
21159,44.0250099v1,44,,21,1,,9/17/2021,,,,5,,,,,60,2.29,164.88
21160,10.0239321v2,10,,2,1,,9/17/2021,,,,42,,,,,500,1.79,923.64
21161,10.0248839v2,10,,2,4,,9/17/2021,,,,5,,,,,60,2.58,185.76
21162,10.0232805v1,10,,2,3,,9/21/2021,,,,30,,,,,360,2.41,896.52
21163,10.0250038v2,10,,2,1,,9/17/2021,,,,9,,,,,105,2.29,274.8
21164,10.0249708v2,10,,2,1,,9/20/2021,,,,5,,,,,60,2.29,164.88
21166,10.0250174v1,10,,2,1,,9/20/2021,,,,6,,,,,62,2.29,192.36
21167,10.0250060v2,10,,2,3,,9/17/2021,,,,17,,,,,200,2.41,520.56
21168,10.0250218v1,10,,2,3,,9/22/2021,,,,25,,,,,300,2.41,751.92
21169,10.0248925v1,10,,2,4,,9/20/2021,,,,17,,,,,200,2.41,520.56
21170,10.0250136v1,10,,2,4,,9/17/2021,,,,13,,,,,145,2.41,404.88
21171,10.0250334v1,10,,2,4,,9/17/2021,,,,9,,,,,105,2.58,309.6
21172,12.0243556v1,12,,4,1,,9/17/2021,,,,7,,,,,75,1.96,188.16
21172,12.0243555v1,12,,4,1,,9/17/2021,,,,7,,,,,75,1.96,188.16
21173,10.0250277v1,10,,2,1,,9/20/2021,,,,15,,,,,178,1.79,343.68
21174,10.0246392v2,10,,2,4,,9/17/2021,,,,10,,,,,120,2.58,340.56
21175,13.0550022v1,13,,5,3,,9/17/2021,,,,17,,,,,200,1.45,313.2
21176,10.0250123v1,10,,2,3,,9/17/2021,,,,21,,,,,250,2.41,636.24
21177,20.0240119v6,20,,11,1,,9/22/2021,,,,10,,,,,120,1.79,236.28
21177,21.0210747v6,21,,12,1,,9/22/2021,,,,10,,,,,120,1.79,236.28
21177,40.0240465v7,40,,18,1,,9/22/2021,,,,5,,,,,60,2.29,164.88
21177,40.0240465v6,40,,18,1,,9/22/2021,,,,5,,,,,60,2.29,164.88
21178,10.0248874v1,10,,2,1,,9/20/2021,,,,5,,,,,60,2.29,164.88
21179,10.0242969v2,10,,2,4,,9/17/2021,,,,10,,,,,120,2.58,340.56
21179,12.0242970v2,12,,4,4,,9/17/2021,,,,60,,,,,720,2.01,1471.32
21180,10.0248196v1,10,,2,4,,9/17/2021,,,,5,,,,,60,2.58,185.76
21181,40.0249687v2,40,,18,1,,9/17/2021,,,,10,,,,,120,1.79,236.28
21183,10.0250533v1,10,,2,3,,9/17/2021,,,,84,,,,,1000,1.91,1948.2
21184,40.0249865v2,40,,18,1,,9/20/2021,,,,5,,,,,60,2.29,164.88
21185,10.0249319v4,10,,2,4,,9/20/2021,,,,5,,,,,60,2.58,185.76
21186,10.0221917v1,10,,2,1,,9/20/2021,,,,5,,,,,60,2.29,164.88
21187,10.0250206v5,10,,2,1,,9/20/2021,,,,7,,,,,80,2.29,219.84
21188,10.0248805v1,10,,2,4,,9/20/2021,,,,20,,,,,240,2.41,607.32
21189,10.0250450v1,10,,2,4,,9/20/2021,,,,11,,,,,130,2.58,371.52
21190,40.0233641v1,40,,18,1,,9/22/2021,,,,10,,,,,120,1.79,236.28
21191,10.0249445v1,10,,2,4,,9/21/2021,,,,11,,,,,125,2.58,371.52
21191,10.0249444v1,10,,2,4,,9/21/2021,,,,11,,,,,125,2.58,371.52
21192,10.0249117v3,10,,2,1,,9/20/2021,,,,5,,,,,60,2.29,164.88
21193,10.0247451v1,10,,2,4,,9/20/2021,,,,10,,,,,120,2.58,340.56
21193,10.0247456v1,10,,2,4,,9/20/2021,,,,10,,,,,120,2.58,340.56
21194,10.0250007v2,10,,2,4,,9/21/2021,,,,7,,,,,80,2.58,247.68
21195,10.0247424v2,10,,2,4,,9/20/2021,,,,46,,,,,550,2.16,1218.24
21196,10.0250455v1,10,,2,4,,9/20/2021,,,,9,,,,,105,2.58,309.6
21197,10.0250662v1,10,,2,1,,9/20/2021,,,,5,,,,,60,2.29,164.88
21198,10.0250244v1,10,,2,1,,9/20/2021,,,,5,,,,,60,2.29,164.88
21198,10.0250233v1,10,,2,1,,9/20/2021,,,,5,,,,,60,2.29,164.88
21201,10.0249316v2,10,,2,4,,9/21/2021,,,,13,,,,,150,2.41,404.88
21202,10.0232855v6,10,,2,1,,9/21/2021,,,,10,,,,,120,1.79,236.28
21202,10.0232852v5,10,,2,1,,9/21/2021,,,,10,,,,,120,1.79,236.28
21202,10.0249873v1,10,,2,1,,9/21/2021,,,,10,,,,,120,1.79,236.28
21202,10.0249877v1,10,,2,1,,9/21/2021,,,,10,,,,,120,1.79,236.28
21203,40.0250062v3,40,,18,3,,9/24/2021,,,,9,,,,,100,3.66,439.2
21204,10.0225005v7,10,,2,4,,9/21/2021,,,,5,,,,,60,2.58,185.76
21205,10.0210979v1,10,,2,3,,9/27/2021,,,,50,,,,,600,2.16,1321.92
21205,10.0211055v1,10,,2,3,,9/27/2021,,,,50,,,,,600,2.16,1321.92
21206,10.029627v2,10,,2,3,,9/30/2021,,,,42,,,,,500,2.41,1243.56
21207,10.0221098v1,10,,2,3,,9/21/2021,,,,59,,,,,700,2.16,1555.2
21208,10.0242418v1,10,,2,4,,9/22/2021,,,,7,,,,,76,2.58,247.68
21209,10.0227001v1,10,,2,4,,9/21/2021,,,,13,,,,,150,2.41,404.88
21210,10.0245330v1,10,,2,4,,9/22/2021,,,,10,,,,,120,2.58,340.56
21211,40.0250354v1,40,,18,1,,9/21/2021,,,,10,,,,,120,1.79,236.28
21211,40.0250353v1,40,,18,1,,9/21/2021,,,,10,,,,,120,1.79,236.28
21212,10.0250424v1,10,,2,1,,9/29/2021,,,,5,,,,,60,2.29,164.88
21212,10.0250423v1,10,,2,1,,9/29/2021,,,,5,,,,,60,2.29,164.88
21213,12.0250805v1,12,,4,1,,9/21/2021,,,,13,,,,,150,1.46,245.28
21214,10.0248551v1,10,,2,3,,9/22/2021,,,,42,,,,,500,2.41,1243.56
21215,10.0250340v1,10,,2,4,,9/21/2021,,,,13,,,,,150,2.41,404.88
21215,10.0250339v1,10,,2,4,,9/21/2021,,,,13,,,,,150,2.41,404.88
21215,10.0250341v1,10,,2,4,,9/21/2021,,,,13,,,,,150,2.41,404.88
21216,10.0229480v1,10,,2,4,,9/21/2021,,,,20,,,,,240,2.41,607.32
21218,10.0226618v1,10,,2,4,,9/21/2021,,,,7,,,,,75,2.58,247.68
21219,10.0250816v1,10,,2,3,,9/21/2021,,,,125,,,,,1500,1.91,2887.92
21220,10.0222063v1,10,,2,4,,9/21/2021,,,,13,,,,,150,2.41,404.88
21221,10.0250714v1,10,,2,1,,9/21/2021,,,,5,,,,,60,2.29,164.88
21222,10.0223793v4,10,,2,4,,9/21/2021,,,,10,,,,,120,2.58,340.56
21223,40.0249598v1,40,,18,3,,9/21/2021,,,,20,,,,,240,2.49,627.48
21224,10.0250683v1,10,,2,4,,9/23/2021,,,,10,,,,,120,2.58,340.56
21225,10.0249801v1,10,,2,1,,9/22/2021,,,,5,,,,,60,2.29,164.88
21225,10.0249800v1,10,,2,1,,9/22/2021,,,,5,,,,,60,2.29,164.88
21226,10.0247437v1,10,,2,3,,9/21/2021,,,,29,,,,,340,2.41,867.6
21227,10.0250756v1,10,,2,4,,9/22/2021,,,,15,,,,,180,2.41,462.72
21228,10.0248218v3,10,,2,1,,9/21/2021,,,,5,,,,,60,2.29,164.88
21229,40.0250435v5,40,,18,3,,9/22/2021,,,,84,,,,,1000,3.9,3978
21230,10.0351021v1,10,,2,1,,9/21/2021,,,,6,,,,,61,2.29,192.36
21230,10.0245580v1,10,,2,1,,9/21/2021,,,,6,,,,,61,2.29,192.36
21231,10.0250859v1,10,,2,1,,9/21/2021,,,,10,,,,,120,1.79,236.28
21232,10.0249936v1,10,,2,1,,9/21/2021,,,,5,,,,,60,2.29,164.88
21233,10.0250452v1,10,,2,4,,9/22/2021,,,,10,,,,,120,2.58,340.56
21234,10.0248213v2,10,,2,3,,9/22/2021,,,,84,,,,,1000,1.91,1948.2
21235,10.0228345v1,10,,2,4,,9/21/2021,,,,5,,,,,60,2.58,185.76
21237,10.0251113v1,10,,2,4,,9/22/2021,,,,10,,,,,120,2.58,340.56
21238,10.0245127v1,10,,2,1,,9/22/2021,,,,6,,,,,63,2.29,192.36
21239,10.0212138v7,10,,2,1,,9/22/2021,,,,5,,,,,60,2.29,164.88
21239,10.0212139v4,10,,2,1,,9/22/2021,,,,5,,,,,60,2.29,164.88
21240,10.0250860v1,10,,2,3,,9/22/2021,,,,76,,,,,905,1.91,1764.84
21242,10.0250841v1,10,,2,2,,9/23/2021,,,,34,,,,,403,1.74,730.8
21242,10.0250842v1,10,,2,2,,9/23/2021,,,,34,,,,,403,1.74,730.8
21243,10.0250844v2,10,,2,1,,9/22/2021,,,,5,,,,,60,2.29,164.88
21244,10.0215456v3,10,,2,2,,9/22/2021,,,,200,,,,,2400,1.35,3256.2
21245,10.0250954v1,10,,2,3,,9/22/2021,,,,20,,,,,240,2.41,607.32
21246,10.0451201v1,10,,2,4,,9/22/2021,,,,11,,,,,121,2.58,371.52
21246,10.0250904v1,10,,2,4,,9/22/2021,,,,11,,,,,131,2.58,371.52
21247,10.0243707v1,10,,2,1,,9/22/2021,,,,17,,,,,200,1.79,386.64
21248,10.0249904v1,10,,2,3,,9/22/2021,,,,34,,,,,400,2.41,1012.2
21250,10.0216675v1,10,,2,1,,9/22/2021,,,,40,,,,,480,1.79,880.68
21250,10.0216674v1,10,,2,1,,9/22/2021,,,,40,,,,,480,1.79,880.68
21251,10.0251086v1,10,,2,4,,9/22/2021,,,,10,,,,,120,2.58,340.56
21252,10.0251126v1,10,,2,4,,9/22/2021,,,,15,,,,,170,2.41,462.72
21254,40.0240987v4,40,,18,1,,9/22/2021,,,,8,,,,,90,2.29,247.32
21255,10.0244406v1,10,,2,4,,9/22/2021,,,,20,,,,,240,2.41,607.32
21256,10.0250940v2,10,,2,4,,9/22/2021,,,,18,,,,,213,2.41,549.48
21258,10.0251010v1,10,,2,4,,9/22/2021,,,,7,,,,,74,2.58,247.68
21259,10.0250660v2,10,,2,3,,9/23/2021,,,,13,,,,,150,2.41,404.88
